,Unnamed: 0,Date,Hour,Dew_Point,Derece,Yükseklik Ölçer,Rüzgar Hızı,Görünürlük,Year,Month,Day,Bulut,Yeni_Bulut
3916,3916,2019-11-23,08:20,10.0,14,1020,9.26,"10,00",2019,11,23,Çok bulutlu,2
3917,3917,2019-11-23,10:20,11.0,15,1020,13.0,"10,00",2019,11,23,Çok bulutlu,2
3919,3919,2019-11-23,14:20,10.0,18,1019,9.26,"10,00",2019,11,23,Çok bulutlu,2
3920,3920,2019-11-23,16:20,11.0,17,1018,14.8,"10,00",2019,11,23,Çok bulutlu,2
3922,3922,2019-11-23,20:20,11.0,15,1019,11.1,"10,00",2019,11,23,Bulut Tavanı ve Görüş Temiz,1
3923,3923,2019-11-23,22:20,12.0,15,1020,11.1,"10,00",2019,11,23,Bulut Tavanı ve Görüş Temiz,1
3925,3925,2019-11-24,02:20,12.0,15,1019,7.41,"10,00",2019,11,24,Çok bulutlu,2
3926,3926,2019-11-24,04:20,12.0,13,1019,3.7,"10,00",2019,11,24,Çok bulutlu,2
3928,3928,2019-11-24,08:20,12.0,14,1020,9.26,"10,00",2019,11,24,Çok bulutlu,2
3929,3929,2019-11-24,10:20,11.0,16,1020,3.7,"10,00",2019,11,24,Bulut Tavanı ve Görüş Temiz,1
3931,3931,2019-11-24,14:20,12.0,17,1019,7.41,"10,00",2019,11,24,Parçalı Bulutlu,3
3932,3932,2019-11-24,16:20,12.0,17,1018,5.56,"10,00",2019,11,24,Bulut Tavanı ve Görüş Temiz,1
3934,3934,2019-11-24,20:20,11.0,15,1018,9.26,"10,00",2019,11,24,Bulut Tavanı ve Görüş Temiz,1
3935,3935,2019-11-24,22:20,11.0,14,1017,13.0,"10,00",2019,11,24,Bulut Tavanı ve Görüş Temiz,1
3937,3937,2019-11-25,02:20,11.0,13,1016,11.1,"10,00",2019,11,25,Bulut Tavanı ve Görüş Temiz,1
3938,3938,2019-11-25,04:20,11.0,13,1015,13.0,"10,00",2019,11,25,Bulut Tavanı ve Görüş Temiz,1
3940,3940,2019-11-25,08:20,11.0,14,1014,14.8,"10,00",2019,11,25,Bulut Tavanı ve Görüş Temiz,1
3941,3941,2019-11-25,10:20,11.0,15,1014,7.41,"10,00",2019,11,25,Çok bulutlu,2
3943,3943,2019-11-25,14:20,9.0,17,1011,13.0,"10,00",2019,11,25,Bulut Tavanı ve Görüş Temiz,1
3944,3944,2019-11-25,16:20,12.0,17,1010,22.2,"10,00",2019,11,25,Bulut Tavanı ve Görüş Temiz,1
3947,3947,2019-11-25,22:20,11.0,16,1010,7.41,"10,00",2019,11,25,Çok bulutlu,2
3949,3949,2019-11-26,02:20,11.0,15,1007,16.7,"10,00",2019,11,26,Çok bulutlu,2
3950,3950,2019-11-26,04:20,11.0,16,1007,16.7,"10,00",2019,11,26,Çok bulutlu,2
3952,3952,2019-11-26,08:20,11.0,16,1006,11.1,"10,00",2019,11,26,Çok bulutlu,2
3953,3953,2019-11-26,10:20,12.0,16,1006,11.1,"10,00",2019,11,26,Çok bulutlu,2
3955,3955,2019-11-26,14:20,12.0,17,1006,16.7,"10,00",2019,11,26,Çok bulutlu,2
3956,3956,2019-11-26,16:20,12.0,16,1006,14.8,"10,00",2019,11,26,Çok bulutlu,2
3958,3958,2019-11-26,20:20,14.0,16,1008,11.1,"10,00",2019,11,26,Çok bulutlu,2
3959,3959,2019-11-26,22:20,12.0,14,1008,22.2,"10,00",2019,11,26,Çok bulutlu,2
3961,3961,2019-11-27,02:20,12.0,13,1009,29.6,"6,00",2019,11,27,Çok bulutlu,2
3962,3962,2019-11-27,04:20,11.0,12,1010,29.6,"10,00",2019,11,27,Çok bulutlu,2
3964,3964,2019-11-27,08:20,9.0,11,1012,24.1,"10,00",2019,11,27,Çok bulutlu,2
3965,3965,2019-11-27,10:20,9.0,12,1014,24.1,"10,00",2019,11,27,Çok bulutlu,2
3967,3967,2019-11-27,14:20,8.0,12,1014,14.8,"10,00",2019,11,27,Çok bulutlu,2
3968,3968,2019-11-27,16:20,8.0,13,1014,9.26,"10,00",2019,11,27,Çok bulutlu,2
3970,3970,2019-11-27,20:20,8.0,12,1015,7.41,"10,00",2019,11,27,Çok bulutlu,2
3971,3971,2019-11-27,22:20,9.0,12,1015,7.41,"10,00",2019,11,27,Çok bulutlu,2
3973,3973,2019-11-28,02:20,11.0,13,1015,9.26,"10,00",2019,11,28,Çok bulutlu,2
3974,3974,2019-11-28,04:20,11.0,14,1015,14.8,"10,00",2019,11,28,Çok bulutlu,2
3976,3976,2019-11-28,08:20,11.0,14,1015,20.4,"10,00",2019,11,28,Çok bulutlu,2
3977,3977,2019-11-28,10:20,10.0,15,1015,27.8,"10,00",2019,11,28,Parçalı Bulutlu,3
3979,3979,2019-11-28,14:20,11.0,17,1014,27.8,"10,00",2019,11,28,Çok bulutlu,2
3980,3980,2019-11-28,16:20,13.0,17,1013,22.2,"10,00",2019,11,28,Bulut Tavanı ve Görüş Temiz,1
3982,3982,2019-11-28,20:20,13.0,17,1013,22.2,"10,00",2019,11,28,Çok bulutlu,2
3983,3983,2019-11-28,22:20,12.0,17,1012,18.5,"10,00",2019,11,28,Çok bulutlu,2
3985,3985,2019-11-29,02:20,11.0,17,1010,18.5,"10,00",2019,11,29,Çok bulutlu,2
3986,3986,2019-11-29,04:20,12.0,17,1009,18.5,"10,00",2019,11,29,Çok bulutlu,2
3988,3988,2019-11-29,08:20,13.0,16,1007,35.2,"10,00",2019,11,29,Çok bulutlu,2
3989,3989,2019-11-29,10:20,14.0,16,1007,33.3,"2,50",2019,11,29,Çok bulutlu,2
3991,3991,2019-11-29,14:20,14.0,19,1007,31.5,"10,00",2019,11,29,Parçalı Bulutlu,3
3992,3992,2019-11-29,16:20,9.0,18,1009,27.8,"10,00",2019,11,29,Parçalı Bulutlu,3
3994,3994,2019-11-29,20:20,9.0,15,1011,9.26,"10,00",2019,11,29,Bulut Tavanı ve Görüş Temiz,1
3995,3995,2019-11-29,22:20,11.0,16,1012,14.8,"10,00",2019,11,29,Bulut Tavanı ve Görüş Temiz,1
3997,3997,2019-11-30,02:20,13.0,16,1012,14.8,"10,00",2019,11,30,Bulut Tavanı ve Görüş Temiz,1
3998,3998,2019-11-30,04:20,13.0,15,1013,14.8,"10,00",2019,11,30,Bulut Tavanı ve Görüş Temiz,1
4000,4000,2019-11-30,08:20,13.0,15,1013,14.8,"10,00",2019,11,30,Bulut Tavanı ve Görüş Temiz,1
4001,4001,2019-11-30,10:20,12.0,17,1013,22.2,"10,00",2019,11,30,Bulut Tavanı ve Görüş Temiz,1
4003,4003,2019-11-30,14:20,13.0,19,1011,14.8,"10,00",2019,11,30,Bulut Tavanı ve Görüş Temiz,1
4004,4004,2019-11-30,16:20,14.0,19,1011,9.26,"10,00",2019,11,30,Parçalı Bulutlu,3
4009,4009,2019-12-01,02:20,7.0,11,1016,42.6,"10,00",2019,12,1,Çok bulutlu,2
4010,4010,2019-12-01,04:20,5.0,10,1017,37.0,"10,00",2019,12,1,Çok bulutlu,2
4012,4012,2019-12-01,08:20,6.0,9,1020,31.5,"10,00",2019,12,1,Çok bulutlu,2
4013,4013,2019-12-01,10:20,7.0,9,1021,29.6,"10,00",2019,12,1,Çok bulutlu,2
4015,4015,2019-12-01,14:20,6.0,10,1023,35.2,"10,00",2019,12,1,Çok bulutlu,2
4016,4016,2019-12-01,16:20,5.0,9,1024,27.8,"10,00",2019,12,1,Çok bulutlu,2
4018,4018,2019-12-01,20:20,2.0,9,1027,18.5,"10,00",2019,12,1,Çok bulutlu,2
4019,4019,2019-12-01,22:20,2.0,10,1027,18.5,"10,00",2019,12,1,Çok bulutlu,2
4021,4021,2019-12-02,02:20,2.0,9,1027,13.0,"10,00",2019,12,2,Çok bulutlu,2
4022,4022,2019-12-02,04:20,2.0,9,1028,7.41,"10,00",2019,12,2,Çok bulutlu,2
4024,4024,2019-12-02,08:20,1.0,8,1027,11.1,"10,00",2019,12,2,Bulut Tavanı ve Görüş Temiz,1
4025,4025,2019-12-02,10:20,2.0,10,1026,14.8,"10,00",2019,12,2,Bulut Tavanı ve Görüş Temiz,1
4027,4027,2019-12-02,14:20,-2.0,12,1024,7.41,"10,00",2019,12,2,Az Bulutlu,4
4028,4028,2019-12-02,16:20,1.0,12,1023,7.41,"10,00",2019,12,2,Bulut Tavanı ve Görüş Temiz,1
4030,4030,2019-12-02,20:20,3.0,10,1021,11.1,"10,00",2019,12,2,Bulut Tavanı ve Görüş Temiz,1
4031,4031,2019-12-02,22:20,4.0,11,1020,16.7,"10,00",2019,12,2,Bulut Tavanı ve Görüş Temiz,1
4033,4033,2019-12-03,02:20,5.0,11,1020,18.5,"10,00",2019,12,3,Bulut Tavanı ve Görüş Temiz,1
4034,4034,2019-12-03,04:20,5.0,11,1019,20.4,"10,00",2019,12,3,Bulut Tavanı ve Görüş Temiz,1
4036,4036,2019-12-03,08:20,7.0,11,1020,16.7,"10,00",2019,12,3,Çok bulutlu,2
4037,4037,2019-12-03,10:20,7.0,13,1021,14.8,"10,00",2019,12,3,Çok bulutlu,2
4039,4039,2019-12-03,14:20,6.0,12,1020,16.7,"10,00",2019,12,3,Kapalı,6
4040,4040,2019-12-03,16:20,6.0,10,1020,29.6,"10,00",2019,12,3,Kapalı,6
4042,4042,2019-12-03,20:20,8.0,10,1021,20.4,"10,00",2019,12,3,Kapalı,6
4043,4043,2019-12-03,22:20,8.0,9,1022,27.8,"7,00",2019,12,3,Çok bulutlu,2
4045,4045,2019-12-04,02:20,6.0,8,1022,25.9,"10,00",2019,12,4,Çok bulutlu,2
4046,4046,2019-12-04,04:20,5.0,8,1023,22.2,"10,00",2019,12,4,Çok bulutlu,2
4048,4048,2019-12-04,08:20,5.0,8,1024,24.1,"10,00",2019,12,4,Çok bulutlu,2
4049,4049,2019-12-04,10:20,5.0,8,1024,22.2,"10,00",2019,12,4,Çok bulutlu,2
4051,4051,2019-12-04,14:20,4.0,9,1024,27.8,"10,00",2019,12,4,Çok bulutlu,2
4052,4052,2019-12-04,16:20,3.0,9,1025,27.8,"10,00",2019,12,4,Çok bulutlu,2
4054,4054,2019-12-04,20:20,3.0,8,1027,25.9,"10,00",2019,12,4,Çok bulutlu,2
4055,4055,2019-12-04,22:20,4.0,8,1028,13.0,"10,00",2019,12,4,Çok bulutlu,2
4057,4057,2019-12-05,02:20,1.0,8,1029,14.8,"10,00",2019,12,5,Çok bulutlu,2
4058,4058,2019-12-05,04:20,-1.0,8,1029,14.8,"10,00",2019,12,5,Az Bulutlu,4
4060,4060,2019-12-05,08:20,3.0,7,1030,20.4,"10,00",2019,12,5,Az Bulutlu,4
4061,4061,2019-12-05,10:20,3.0,8,1031,9.26,"10,00",2019,12,5,Az Bulutlu,4
4063,4063,2019-12-05,14:20,4.0,10,1029,24.1,"10,00",2019,12,5,Çok bulutlu,2
4064,4064,2019-12-05,16:20,4.0,10,1029,25.9,"10,00",2019,12,5,Çok bulutlu,2
4066,4066,2019-12-05,20:20,5.0,10,1029,20.4,"10,00",2019,12,5,Çok bulutlu,2
4067,4067,2019-12-05,22:20,5.0,9,1029,13.0,"10,00",2019,12,5,Parçalı Bulutlu,3
4069,4069,2019-12-06,02:20,3.0,8,1029,14.8,"10,00",2019,12,6,Bulut Tavanı ve Görüş Temiz,1
4070,4070,2019-12-06,04:20,3.0,8,1028,11.1,"10,00",2019,12,6,Parçalı Bulutlu,3
4072,4072,2019-12-06,08:20,3.0,7,1028,11.1,"10,00",2019,12,6,Bulut Tavanı ve Görüş Temiz,1
4073,4073,2019-12-06,10:20,4.0,10,1028,11.1,"10,00",2019,12,6,Bulut Tavanı ve Görüş Temiz,1
4075,4075,2019-12-06,14:20,2.0,11,1026,11.1,"10,00",2019,12,6,Az Bulutlu,4
4076,4076,2019-12-06,16:20,3.0,12,1025,7.41,"10,00",2019,12,6,Az Bulutlu,4
4078,4078,2019-12-06,20:20,3.0,9,1025,9.26,"10,00",2019,12,6,Bulut Tavanı ve Görüş Temiz,1
4079,4079,2019-12-06,22:20,3.0,5,1024,5.56,"10,00",2019,12,6,Bulut Tavanı ve Görüş Temiz,1
4081,4081,2019-12-07,02:20,2.0,8,1023,7.41,"10,00",2019,12,7,Bulut Tavanı ve Görüş Temiz,1
4082,4082,2019-12-07,04:20,2.0,4,1022,9.26,"10,00",2019,12,7,Bulut Tavanı ve Görüş Temiz,1
4084,4084,2019-12-07,08:20,2.0,3,1021,9.26,"10,00",2019,12,7,Bulut Tavanı ve Görüş Temiz,1
4085,4085,2019-12-07,10:20,3.0,10,1021,20.4,"10,00",2019,12,7,Bulut Tavanı ve Görüş Temiz,1
4087,4087,2019-12-07,14:20,2.0,11,1018,18.5,"10,00",2019,12,7,Bulut Tavanı ve Görüş Temiz,1
4088,4088,2019-12-07,16:20,2.0,11,1018,14.8,"10,00",2019,12,7,Çok bulutlu,2
4090,4090,2019-12-07,20:20,6.0,10,1018,16.7,"10,00",2019,12,7,Çok bulutlu,2
4091,4091,2019-12-07,22:20,7.0,10,1018,14.8,"10,00",2019,12,7,Çok bulutlu,2
4093,4093,2019-12-08,02:20,6.0,11,1017,16.7,"10,00",2019,12,8,Çok bulutlu,2
4094,4094,2019-12-08,04:20,7.0,11,1017,20.4,"10,00",2019,12,8,Çok bulutlu,2
4096,4096,2019-12-08,08:20,8.0,11,1017,16.7,"10,00",2019,12,8,Çok bulutlu,2
4097,4097,2019-12-08,10:20,8.0,11,1018,18.5,"10,00",2019,12,8,Çok bulutlu,2
4099,4099,2019-12-08,14:20,6.0,12,1018,18.5,"10,00",2019,12,8,Parçalı Bulutlu,3
4100,4100,2019-12-08,16:20,5.0,12,1018,14.8,"10,00",2019,12,8,Çok bulutlu,2
4102,4102,2019-12-08,20:20,5.0,10,1020,5.56,"10,00",2019,12,8,Bulut Tavanı ve Görüş Temiz,1
4103,4103,2019-12-08,22:20,5.0,10,1020,3.7,"10,00",2019,12,8,Bulut Tavanı ve Görüş Temiz,1
4105,4105,2019-12-09,02:20,4.0,5,1019,11.1,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4106,4106,2019-12-09,04:20,5.0,6,1018,3.7,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4108,4108,2019-12-09,08:20,5.0,5,1018,0.0,"10,00",2019,12,9,Az Bulutlu,4
4109,4109,2019-12-09,10:20,9.0,10,1018,3.7,"10,00",2019,12,9,Az Bulutlu,4
4111,4111,2019-12-09,14:20,6.0,12,1016,9.26,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4112,4112,2019-12-09,16:20,5.0,12,1015,7.41,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4114,4114,2019-12-09,20:20,3.0,6,1015,3.7,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4115,4115,2019-12-09,22:20,5.0,11,1014,14.8,"10,00",2019,12,9,Bulut Tavanı ve Görüş Temiz,1
4117,4117,2019-12-10,02:20,3.0,6,1014,5.56,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4118,4118,2019-12-10,04:20,5.0,6,1013,11.1,"8,00",2019,12,10,Önemli Bulut Yok,5
4120,4120,2019-12-10,08:20,4.0,10,1014,11.1,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4121,4121,2019-12-10,10:20,6.0,11,1014,7.41,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4123,4123,2019-12-10,14:20,4.0,13,1013,16.7,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4124,4124,2019-12-10,16:20,3.0,14,1013,9.26,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4126,4126,2019-12-10,20:20,4.0,11,1014,11.1,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4127,4127,2019-12-10,22:20,4.0,10,1014,9.26,"10,00",2019,12,10,Bulut Tavanı ve Görüş Temiz,1
4129,4129,2019-12-11,02:20,4.0,7,1014,11.1,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4130,4130,2019-12-11,04:20,3.0,6,1014,11.1,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4132,4132,2019-12-11,08:20,3.0,8,1015,14.8,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4133,4133,2019-12-11,10:20,2.0,11,1014,18.5,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4135,4135,2019-12-11,14:20,4.0,13,1012,22.2,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4136,4136,2019-12-11,16:20,6.0,13,1012,13.0,"10,00",2019,12,11,Çok bulutlu,2
4138,4138,2019-12-11,20:20,7.0,12,1012,20.4,"10,00",2019,12,11,Çok bulutlu,2
4139,4139,2019-12-11,22:20,7.0,12,1012,14.8,"10,00",2019,12,11,Bulut Tavanı ve Görüş Temiz,1
4141,4141,2019-12-12,02:20,7.0,11,1010,11.1,"10,00",2019,12,12,Bulut Tavanı ve Görüş Temiz,1
4142,4142,2019-12-12,04:20,8.0,10,1009,11.1,"10,00",2019,12,12,Bulut Tavanı ve Görüş Temiz,1
4144,4144,2019-12-12,08:20,10.0,11,1008,13.0,"10,00",2019,12,12,Çok bulutlu,2
4145,4145,2019-12-12,10:20,10.0,12,1008,9.26,"10,00",2019,12,12,Az Bulutlu,4
4147,4147,2019-12-12,14:20,9.0,15,1007,9.26,"10,00",2019,12,12,Çok bulutlu,2
4148,4148,2019-12-12,16:20,9.0,15,1006,18.5,"10,00",2019,12,12,Çok bulutlu,2
4150,4150,2019-12-12,20:20,11.0,13,1006,16.7,"10,00",2019,12,12,Çok bulutlu,2
4151,4151,2019-12-12,22:20,11.0,13,1006,5.56,"10,00",2019,12,12,Çok bulutlu,2
4153,4153,2019-12-13,02:20,10.0,11,1005,7.41,"10,00",2019,12,13,Çok bulutlu,2
4154,4154,2019-12-13,04:20,11.0,11,1005,7.41,"10,00",2019,12,13,Çok bulutlu,2
4156,4156,2019-12-13,08:20,10.0,11,1005,13.0,"6,00",2019,12,13,Parçalı Bulutlu,3
4157,4157,2019-12-13,10:20,10.0,12,1006,11.1,"10,00",2019,12,13,Parçalı Bulutlu,3
4159,4159,2019-12-13,14:20,9.0,15,1004,7.41,"10,00",2019,12,13,Bulut Tavanı ve Görüş Temiz,1
4160,4160,2019-12-13,16:20,9.0,14,1003,7.41,"10,00",2019,12,13,Bulut Tavanı ve Görüş Temiz,1
4162,4162,2019-12-13,20:20,9.0,13,1003,14.8,"10,00",2019,12,13,Çok bulutlu,2
4163,4163,2019-12-13,22:20,10.0,12,1003,13.0,"10,00",2019,12,13,Çok bulutlu,2
4165,4165,2019-12-14,02:20,10.0,12,1002,18.5,"10,00",2019,12,14,Parçalı Bulutlu,3
4166,4166,2019-12-14,04:20,10.0,13,1002,16.7,"10,00",2019,12,14,Parçalı Bulutlu,3
4168,4168,2019-12-14,08:20,8.0,13,1002,18.5,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4169,4169,2019-12-14,10:20,8.0,14,1003,13.0,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4171,4171,2019-12-14,14:20,7.0,17,1002,14.8,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4172,4172,2019-12-14,16:20,8.0,17,1002,11.1,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4174,4174,2019-12-14,20:20,6.0,17,1004,13.0,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4175,4175,2019-12-14,22:20,7.0,13,1006,9.26,"10,00",2019,12,14,Bulut Tavanı ve Görüş Temiz,1
4177,4177,2019-12-15,02:20,7.0,11,1009,0.0,"10,00",2019,12,15,Bulut Tavanı ve Görüş Temiz,1
4178,4178,2019-12-15,04:20,7.0,10,1010,7.41,"10,00",2019,12,15,Bulut Tavanı ve Görüş Temiz,1
4180,4180,2019-12-15,08:20,8.0,12,1015,13.0,"10,00",2019,12,15,Bulut Tavanı ve Görüş Temiz,1
4181,4181,2019-12-15,10:20,10.0,14,1017,13.0,"10,00",2019,12,15,Çok bulutlu,2
4183,4183,2019-12-15,14:20,9.0,12,1020,5.56,"10,00",2019,12,15,Çok bulutlu,2
4184,4184,2019-12-15,16:20,6.0,14,1021,14.8,"10,00",2019,12,15,Bulut Tavanı ve Görüş Temiz,1
4186,4186,2019-12-15,20:20,6.0,8,1024,3.7,"10,00",2019,12,15,Bulut Tavanı ve Görüş Temiz,1
4187,4187,2019-12-15,22:20,7.0,8,1024,5.56,"8,00",2019,12,15,Önemli Bulut Yok,5
4189,4189,2019-12-16,02:20,7.0,7,1025,3.7,"7,00",2019,12,16,Önemli Bulut Yok,5
4190,4190,2019-12-16,04:20,6.0,7,1026,5.56,"7,00",2019,12,16,Önemli Bulut Yok,5
4192,4192,2019-12-16,08:20,8.0,8,1027,1.85,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4193,4193,2019-12-16,10:20,10.0,13,1027,7.41,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4195,4195,2019-12-16,14:20,8.0,14,1026,20.4,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4196,4196,2019-12-16,16:20,9.0,14,1026,11.1,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4198,4198,2019-12-16,20:20,9.0,10,1026,5.56,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4199,4199,2019-12-16,22:20,9.0,10,1026,3.7,"10,00",2019,12,16,Bulut Tavanı ve Görüş Temiz,1
4201,4201,2019-12-17,02:20,9.0,11,1025,13.0,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4202,4202,2019-12-17,04:20,8.0,11,1025,14.8,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4204,4204,2019-12-17,08:20,8.0,9,1026,1.85,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4205,4205,2019-12-17,10:20,8.0,13,1026,14.8,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4207,4207,2019-12-17,14:20,8.0,15,1026,14.8,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4208,4208,2019-12-17,16:20,8.0,14,1025,14.8,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4210,4210,2019-12-17,20:20,9.0,13,1026,5.56,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4211,4211,2019-12-17,22:20,8.0,13,1026,13.0,"10,00",2019,12,17,Bulut Tavanı ve Görüş Temiz,1
4213,4213,2019-12-18,02:20,9.0,12,1026,18.5,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4214,4214,2019-12-18,04:20,8.0,12,1027,18.5,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4216,4216,2019-12-18,08:20,9.0,12,1027,14.8,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4217,4217,2019-12-18,10:20,8.0,13,1028,22.2,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4219,4219,2019-12-18,14:20,9.0,14,1027,20.4,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4220,4220,2019-12-18,16:20,9.0,14,1027,14.8,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4222,4222,2019-12-18,20:20,8.0,13,1028,14.8,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4223,4223,2019-12-18,22:20,9.0,13,1028,16.7,"10,00",2019,12,18,Bulut Tavanı ve Görüş Temiz,1
4225,4225,2019-12-19,02:20,9.0,12,1028,18.5,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4226,4226,2019-12-19,04:20,10.0,12,1029,11.1,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4228,4228,2019-12-19,08:20,8.0,12,1030,14.8,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4229,4229,2019-12-19,10:20,9.0,14,1031,13.0,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4231,4231,2019-12-19,14:20,8.0,14,1029,13.0,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4232,4232,2019-12-19,16:20,8.0,14,1028,7.41,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4234,4234,2019-12-19,20:20,7.0,11,1028,5.56,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4235,4235,2019-12-19,22:20,10.0,11,1028,5.56,"10,00",2019,12,19,Bulut Tavanı ve Görüş Temiz,1
4237,4237,2019-12-20,02:20,9.0,10,1026,1.85,"8,00",2019,12,20,Önemli Bulut Yok,5
4238,4238,2019-12-20,04:20,6.0,7,1026,0.0,"8,00",2019,12,20,Önemli Bulut Yok,5
4240,4240,2019-12-20,08:20,7.0,9,1025,1.85,"8,00",2019,12,20,Önemli Bulut Yok,5
4241,4241,2019-12-20,10:20,9.0,12,1025,9.26,"10,00",2019,12,20,Bulut Tavanı ve Görüş Temiz,1
4243,4243,2019-12-20,14:20,9.0,14,1022,18.5,"10,00",2019,12,20,Bulut Tavanı ve Görüş Temiz,1
4244,4244,2019-12-20,16:20,9.0,14,1021,14.8,"10,00",2019,12,20,Bulut Tavanı ve Görüş Temiz,1
4246,4246,2019-12-20,20:20,9.0,14,1021,20.4,"10,00",2019,12,20,Bulut Tavanı ve Görüş Temiz,1
4247,4247,2019-12-20,22:20,10.0,13,1020,20.4,"10,00",2019,12,20,Bulut Tavanı ve Görüş Temiz,1
4249,4249,2019-12-21,02:20,9.0,13,1018,25.9,"10,00",2019,12,21,Bulut Tavanı ve Görüş Temiz,1
4250,4250,2019-12-21,04:20,9.0,13,1018,24.1,"10,00",2019,12,21,Bulut Tavanı ve Görüş Temiz,1
4252,4252,2019-12-21,08:20,8.0,14,1017,25.9,"10,00",2019,12,21,Çok bulutlu,2
4253,4253,2019-12-21,10:20,9.0,14,1017,22.2,"10,00",2019,12,21,Bulut Tavanı ve Görüş Temiz,1
4255,4255,2019-12-21,14:20,11.0,16,1014,31.5,"10,00",2019,12,21,Bulut Tavanı ve Görüş Temiz,1
4256,4256,2019-12-21,16:20,10.0,16,1014,29.6,"10,00",2019,12,21,Bulut Tavanı ve Görüş Temiz,1
4258,4258,2019-12-21,20:20,11.0,16,1012,31.5,"10,00",2019,12,21,Çok bulutlu,2
4259,4259,2019-12-21,22:20,11.0,16,1012,31.5,"10,00",2019,12,21,Çok bulutlu,2
4261,4261,2019-12-22,02:20,11.0,15,1011,27.8,"10,00",2019,12,22,Az Bulutlu,4
4262,4262,2019-12-22,04:20,10.0,16,1010,24.1,"10,00",2019,12,22,Parçalı Bulutlu,3
4264,4264,2019-12-22,08:20,10.0,15,1010,29.6,"10,00",2019,12,22,Parçalı Bulutlu,3
4265,4265,2019-12-22,10:20,11.0,16,1009,37.0,"10,00",2019,12,22,Bulut Tavanı ve Görüş Temiz,1
4267,4267,2019-12-22,14:20,10.0,17,1007,25.9,"10,00",2019,12,22,Çok bulutlu,2
4268,4268,2019-12-22,16:20,10.0,17,1006,22.2,"10,00",2019,12,22,Çok bulutlu,2
4270,4270,2019-12-22,20:20,9.0,16,1004,16.7,"10,00",2019,12,22,Bulut Tavanı ve Görüş Temiz,1
4271,4271,2019-12-22,22:20,8.0,16,1003,14.8,"10,00",2019,12,22,Bulut Tavanı ve Görüş Temiz,1
4273,4273,2019-12-23,02:20,9.0,16,"999,0",25.9,"10,00",2019,12,23,Bulut Tavanı ve Görüş Temiz,1
4274,4274,2019-12-23,04:20,8.0,16,"998,0",20.4,"10,00",2019,12,23,Çok bulutlu,2
